"","url","id","age","comments","enjoyment","education","language","color","gender","os","screenW","screenH","browser","botSentence","nFails","condition","totalRT","goal","goalClean","intention1","intention2","knowledge","goalB","goalCleanB","intention1B","intention2B","knowledgeB","goalRT","goalCleanRT","intention1RT","intention2RT","knowledgeRT","goalBRT","goalCleanBRT","intention1BRT","intention2BRT","knowledgeBRT","causeRT","attention1RT","attention2RT","attention2BRT","goalOrder","goalCleanOrder","intention1Order","intention2Order","knowledgeOrder","attention1","attentionBlue","attentionPink","attentionOrange","attentionBlueB","attentionPinkB","attentionOrangeB","causeBlue","causePink","causeOrange","causeB&P","causeP&O","causeB&O","causeAll","causeOther","causeBlue_norm","causePink_norm","causeOrange_norm","causeB&P_norm","causeP&O_norm","causeB&O_norm","causeAll_norm","causeOther_norm","min","flat","max"
"13","https://pcl-study2.github.io/?PROLIFIC_PID=5fd483ba65defc1f9b17ada1&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db5751d1abe7f4ac52fcc","5fd483ba65defc1f9b17ada1",35,NA,2,3,"Swedish",1,"Female","Mac",1600,900,"Firefox","Joseph says to Margaret: It's a beautiful day, isn't it?",0,"condition 1",5.57066666666666,2,6,3,4,2,9,2,8,8,8,4.447,12.821,6.679,15.584,5.238,5.223,3.728,4.103,2.832,4.084,47.36,16.477,22.377,8.265,4,2,5,1,3,2,1,1,0,0,1,1,2,8,2,9,8,1,8,5,0.0285714285714286,0.2,0.0285714285714286,0.228571428571429,0.2,0,0.2,0.114285714285714,1,FALSE,4.375
"14","https://pcl-study2.github.io/?PROLIFIC_PID=5c44db763526c80001fcd572&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db52f94c88bd91e0c4f1a","5c44db763526c80001fcd572",27,NA,2,2,"hungarian",1,"Female","Windows",1360,768,"Chrome","Joseph says to Patricia: It's a beautiful day, isn't it?",0,"condition 2",6.4842,9,1,9,9,9,9,1,9,9,9,10.583,17.581,10.419,10.671,5.141,4.007,4.115,5.735,5.982,7.42,61.202,40.649,21.578,8.489,3,1,2,5,4,2,1,1,0,1,1,0,2,2,1,9,1,1,1,1,0.1,0.1,0,0.8,0,0,0,0,1,FALSE,1.25
"15","https://pcl-study2.github.io/?PROLIFIC_PID=5f1a169f67f753013790f9a3&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db5c11d0808accc7231c6","5f1a169f67f753013790f9a3",24,"I wish all the luck with the study and with life.",1,0,"portuguese",1,"Male","Windows",1366,768,"Chrome","Michael says to Jennifer: It's a beautiful day, isn't it?",0,"condition 1",4.58543333333333,7,3,9,8,6,9,2,8,9,9,3.244,2.727,3.914,6.756,6.509,2.854,5.708,4.553,2.871,3.134,41.115,9.595,14.012,10.055,4,5,2,1,3,2,1,1,0,0,1,1,2,3,1,4,3,4,1,1,0.0909090909090909,0.181818181818182,0,0.272727272727273,0.181818181818182,0.272727272727273,0,0,1,FALSE,1.375
"16","https://pcl-study2.github.io/?PROLIFIC_PID=5f64991071536c01adb55f11&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db5bbb85ae4f8f5650fb3","5f64991071536c01adb55f11",27,NA,1,4,"spanish",1,"Female","Windows",1536,864,"Chrome","William says to Linda: It's a beautiful day, isn't it?",0,"condition 1",4.75846666666666,2,1,6,4,5,6,1,6,6,6,10.056,4.612,5.595,7.732,4.95,6.997,4.26,3.464,3.45,9.727,44.883,11.865,11.638,7.011,4,5,2,1,3,2,1,1,0,0,1,1,5,5,5,9,9,1,1,5,0.125,0.125,0.125,0.25,0.25,0,0,0.125,1,FALSE,4
"17","https://pcl-study2.github.io/?PROLIFIC_PID=5e6670af4ef1053f4a9425eb&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db5eaf73f46cc1760f702","5e6670af4ef1053f4a9425eb",24,NA,2,4,"Italian",1,"Female","Windows",1440,960,"Chrome","Richard says to Mary: It's a beautiful day, isn't it?",0,"condition 2",4.13201666666666,6,1,3,4,4,8,1,9,9,9,5.592,7.151,5.216,4.064,9.977,3.808,2.943,3.519,3.184,4.212,35.995,13.438,15.045,4.94,3,2,5,4,1,2,1,1,0,1,1,0,6,8,1,9,1,1,1,1,0.25,0.35,0,0.4,0,0,0,0,1,FALSE,2.5
"18","https://pcl-study2.github.io/?PROLIFIC_PID=600cb2908625141e08ae42c0&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db60ea920c7cdc0245f8a","600cb2908625141e08ae42c0",29,NA,-1,0,"English",1,"Male","Mac",1680,1050,"Chrome","David says to Jennifer: It's a beautiful day, isn't it?",0,"condition 2",3.6267,8,3,7,5,9,4,2,6,6,3,2.868,7.636,3.746,3.385,4.79,2.267,2.689,3.654,4.661,2.466,26.014,12.193,7.937,4.867,4,1,2,3,5,2,1,1,0,0,1,1,6,3,2,7,3,3,1,2,0.263157894736842,0.105263157894737,0.0526315789473684,0.315789473684211,0.105263157894737,0.105263157894737,0,0.0526315789473684,1,FALSE,2.375
"19","https://pcl-study2.github.io/?PROLIFIC_PID=5ea71cfd6a31290deb8bb419&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db539ce329102b8494366","5ea71cfd6a31290deb8bb419",21,"None.",2,1,"English",1,"Male","Windows",1600,900,"Chrome","Thomas says to Patricia: It's a beautiful day, isn't it?",0,"condition 1",7.09215,8,8,7,7,4,5,5,4,4,3,7.869,5.975,9.362,7.128,9.658,4.615,5.921,5.118,7.563,10.694,99.27,14.864,32.63,15.406,3,4,1,2,5,2,1,1,0,0,1,1,2,9,8,8,7,2,2,2,0,0.291666666666667,0.25,0.25,0.208333333333333,0,0,0,2,FALSE,3.42857142857143
"20","https://pcl-study2.github.io/?PROLIFIC_PID=5f3d61026e288b0e5151cdb0&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db4cacd1fed67c750a511","5f3d61026e288b0e5151cdb0",20,"I think I have not understood the experiment quite good",1,3,"Spanish",0,"Female","Windows",1366,768,"Chrome","Joseph says to Patricia: It's a beautiful day, isn't it?",0,"condition 1",9.6116,5,5,6,2,6,4,4,5,6,5,5.018,4.74,8.884,35.478,5.286,3.587,29.014,3.143,10.707,17.535,70.048,28.714,36.969,14.708,4,2,1,3,5,2,0,0,1,1,0,0,6,5,5,4,4,6,5,5,0.25,0.125,0.125,0,0,0.25,0.125,0.125,4,FALSE,1.6
"21","https://pcl-study2.github.io/?PROLIFIC_PID=5ed69915bc8c110e25201ef8&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db5ff5a9e9ed5c42332fa","5ed69915bc8c110e25201ef8",25,NA,1,3,"catalan",1,"Female","Mac",1280,800,"Safari","John says to Jessica: It's a beautiful day, isn't it?",0,"condition 1",4.56288333333333,7,2,8,8,8,8,2,8,8,8,9.211,5.959,4.298,4.475,4.017,2.604,4.292,2.722,4.204,4.965,49.696,13.675,9.385,11.15,1,5,3,2,4,2,1,1,0,0,1,1,2,2,2,9,1,9,2,2,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.380952380952381,0,0.380952380952381,0.0476190476190476,0.0476190476190476,1,FALSE,2.625
"22","https://pcl-study2.github.io/?PROLIFIC_PID=60021a91b11a381fdefe27e1&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db5af1aad5af08ade57e0","60021a91b11a381fdefe27e1",22,NA,1,3,"Portuguese",1,"Male","Windows",1366,768,"Chrome","Richard says to Margaret: It's a beautiful day, isn't it?",0,"condition 2",6.00955,1,2,2,3,1,4,1,1,2,5,5.504,4.902,24.489,8.001,7.626,5.768,4.075,5.983,3.581,6.413,78.382,13.116,21.266,9.577,4,5,1,2,3,2,1,1,0,1,1,0,1,1,1,9,1,2,2,2,0,0,0,0.727272727272727,0,0.0909090909090909,0.0909090909090909,0.0909090909090909,1,FALSE,1.375
"23","https://pcl-study2.github.io/?PROLIFIC_PID=5e3182adf6bb2315a48da619&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db60768d4e2b2cec60fb9","5e3182adf6bb2315a48da619",21,NA,2,4,"Spanish",1,"Male","Windows",1536,864,"Chrome","James says to Jennifer: It's a beautiful day, isn't it?",0,"condition 2",4.80721666666666,8,8,8,8,8,7,2,7,8,7,2.796,4.33,3.544,3.574,10.309,2.807,6.416,2.908,2.938,3.454,42.019,17.323,14.906,3.917,5,2,3,4,1,2,1,1,0,1,1,0,5,5,1,9,1,1,1,1,0.25,0.25,0,0.5,0,0,0,0,1,FALSE,2
"24","https://pcl-study2.github.io/?PROLIFIC_PID=5f998f527d79bc0009361b97&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db62768b9b39c64f2b5c1","5f998f527d79bc0009361b97",21,NA,1,0,"Italian",1,"Male","Mac",2048,1152,"Safari","John says to Barbara: It's a beautiful day, isn't it?",0,"condition 2",4.98478333333333,7,7,6,8,7,8,6,9,9,9,3.533,6.199,7.391,23.837,5.209,5.04,4.038,4.106,2.891,3.307,50.433,20.07,19.484,3.296,4,5,2,1,3,2,1,1,0,1,1,0,1,1,1,9,1,1,7,3,0,0,0,0.5,0,0,0.375,0.125,1,FALSE,2
"25","https://pcl-study2.github.io/?PROLIFIC_PID=5e7d34b1a7cdf60009521d2a&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db647ecf63009de92be2d","5e7d34b1a7cdf60009521d2a",21,NA,1,0,"English",1,"Male","iPhone/iPod",375,812,"Safari","Richard says to Linda: It's a beautiful day, isn't it?",0,"condition 1",4.56948333333333,6,1,7,6,5,5,1,5,6,3,8.901,3.341,6.691,4.179,7.366,2.219,4.493,2.672,2.612,11.263,48.13,9.644,12.509,8.57,2,5,1,4,3,2,1,1,0,0,1,1,1,9,1,5,1,5,1,6,0,0.380952380952381,0,0.19047619047619,0,0.19047619047619,0,0.238095238095238,1,FALSE,2.625
"26","https://pcl-study2.github.io/?PROLIFIC_PID=5e4986af094e4b3fb6dd8384&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db619af486cf6a7285da4","5e4986af094e4b3fb6dd8384",20,NA,2,0,"Polish",1,"Male","Windows",1600,900,"Chrome","John says to Patricia: It's a beautiful day, isn't it?",0,"condition 1",5.50128333333333,7,5,7,6,8,6,5,7,8,7,5.168,7.469,12.584,3.396,4.541,3.254,2.6,3.847,5.045,3.202,48.533,18.049,23.021,5.879,2,4,1,5,3,2,1,1,0,0,1,1,1,8,1,6,6,3,3,7,0,0.259259259259259,0,0.185185185185185,0.185185185185185,0.0740740740740741,0.0740740740740741,0.222222222222222,1,FALSE,3.375
"27","https://pcl-study2.github.io/?PROLIFIC_PID=55c09521fdf99b1b8c34379f&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db61c3090cb61f822d9b4","55c09521fdf99b1b8c34379f",32,NA,1,4,"Portuguese",1,"Female","Windows",1366,768,"Chrome","Richard says to Margaret: It's a beautiful day, isn't it?",0,"condition 2",5.3675,9,1,9,9,8,9,2,8,8,8,10.715,11.702,4.695,4.608,10.032,4.07,5.76,6.837,3.432,5.231,40.798,12.151,10.061,6.893,1,2,4,3,5,2,1,1,0,1,1,0,1,3,1,9,1,1,1,1,0,0.2,0,0.8,0,0,0,0,1,FALSE,1.25
"28","https://pcl-study2.github.io/?PROLIFIC_PID=5f3af8742cb8211f20bd6b5c&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db65db89baec37d4c300a","5f3af8742cb8211f20bd6b5c",18,NA,1,1,"Polish",1,"Male","Windows",1600,900,"Chrome","Robert says to Barbara: It's a beautiful day, isn't it?",0,"condition 1",4.53531666666666,7,5,7,7,5,7,5,7,7,7,2.296,6.222,10.493,2.387,4.309,2.107,2.111,1.759,1.729,3.1,51.331,17.019,16.605,8.294,5,2,1,4,3,2,1,1,0,0,1,1,1,9,1,1,1,1,1,5,0,0.666666666666667,0,0,0,0,0,0.333333333333333,1,FALSE,1.5
"29","https://pcl-study2.github.io/?PROLIFIC_PID=5768032426ed5300019fff4e&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db68220cbee2f170ee053","5768032426ed5300019fff4e",35,NA,2,5,"english",1,"Female","Mac",2560,1440,"Chrome","Richard says to Sarah: It's a beautiful day, isn't it?",0,"condition 2",4.09536666666666,5,1,7,7,7,6,1,7,6,7,8.863,5.635,7.716,4.702,4.499,4.677,2.589,2.271,4.386,3.115,31.145,14.06,15.499,6.455,1,4,2,5,3,2,1,1,0,1,1,0,3,3,1,9,1,1,1,2,0.153846153846154,0.153846153846154,0,0.615384615384615,0,0,0,0.0769230769230769,1,FALSE,1.625
"30","https://pcl-study2.github.io/?PROLIFIC_PID=5cd409b8ab04960017af2686&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db6ac1b5831c6ef694d9a","5cd409b8ab04960017af2686",23,NA,1,0,"Italiano",1,"Male","Windows",1920,1080,"Chrome","Charles says to Jennifer: It's a beautiful day, isn't it?",0,"condition 1",3.95161666666666,8,6,7,7,8,7,6,8,7,7,2.377,7.879,7.827,3.033,4.535,1.256,5.144,3.718,1.823,2.432,50.525,6.902,12.903,7.983,5,3,1,2,4,2,1,1,0,1,0,1,6,1,5,9,1,9,1,2,0.192307692307692,0,0.153846153846154,0.307692307692308,0,0.307692307692308,0,0.0384615384615385,1,FALSE,3.25
"31","https://pcl-study2.github.io/?PROLIFIC_PID=5fafc9c3ce9407285b943200&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db6325213d318acf2cb7f","5fafc9c3ce9407285b943200",NA,NA,2,-1,"polish",1,NA,"Windows",1366,768,"Chrome","William says to Linda: It's a beautiful day, isn't it?",0,"condition 1",6.02305,7,2,7,7,2,7,5,7,7,2,10.759,15.715,4.896,10.636,8.051,2.414,4.768,2.429,2.618,7.791,76.67,31.69,9.59,13.453,2,1,4,3,5,2,0,1,0,0,1,0,1,9,1,3,3,1,1,3,0,0.571428571428571,0,0.142857142857143,0.142857142857143,0,0,0.142857142857143,1,FALSE,1.75
"32","https://pcl-study2.github.io/?PROLIFIC_PID=5f91f00bfb9afc0e72142aac&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db67f61d9ee6a43a8ded3","5f91f00bfb9afc0e72142aac",30,NA,1,4,"polish",1,"Male","Mac",1440,900,"Chrome","William says to Mary: It's a beautiful day, isn't it?",0,"condition 2",4.71176666666666,2,2,1,2,4,6,5,4,6,4,4.235,5.739,5.223,5.592,6.31,3.723,4.278,4.388,4.309,7.005,37.06,15.408,15.4,7.484,2,3,4,5,1,2,1,1,0,1,1,0,3,7,1,9,4,1,2,1,0.1,0.3,0,0.4,0.15,0,0.05,0,1,FALSE,2.5
"33","https://pcl-study2.github.io/?PROLIFIC_PID=5d6af10e8fabb6001a45d483&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db6911b5831c6ef694d97","5d6af10e8fabb6001a45d483",22,NA,2,0,"greek",1,"Male","Windows",1366,768,"Chrome","David says to Jessica: It's a beautiful day, isn't it?",0,"condition 1",4.84851666666666,6,3,8,8,7,5,3,7,5,7,12.22,14.126,9.521,3.672,3.255,7.741,4.946,3.819,2.743,4.198,55.637,9.61,13.933,7.364,1,2,5,3,4,2,1,1,0,0,1,1,1,7,1,5,1,5,1,5,0,0.333333333333333,0,0.222222222222222,0,0.222222222222222,0,0.222222222222222,1,FALSE,2.25
"34","https://pcl-study2.github.io/?PROLIFIC_PID=5f8eeac767e1c50ab098f20c&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db69d5fb40bdc89871420","5f8eeac767e1c50ab098f20c",20,NA,1,0,"Polish",1,"Male","Windows",1920,1080,"Chrome","William says to Elizabeth: It's a beautiful day, isn't it?",0,"condition 2",4.88156666666666,7,5,6,5,7,5,5,7,6,7,3.693,3.216,5.13,10.479,3.68,2.925,1.832,3.184,2.242,2.465,44.879,11.969,12.771,5.201,3,2,4,1,5,2,1,1,0,1,1,0,1,6,1,8,1,1,1,5,0,0.3125,0,0.4375,0,0,0,0.25,1,FALSE,2
"35","https://pcl-study2.github.io/?PROLIFIC_PID=5f08943c68b9750c45b7e353&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db6bf3d9d72d55aee4ef3","5f08943c68b9750c45b7e353",25,NA,2,4,"Hindi",1,"Female","Mac",1440,900,"Chrome","Joseph says to Elizabeth: It's a beautiful day, isn't it?",0,"condition 2",4.4429,6,1,5,6,9,6,5,7,6,7,6.127,5.092,4.448,3.448,13.44,5.314,3.247,5.106,2.153,3.46,30.735,9.138,8.268,6.677,3,2,4,5,1,2,1,1,0,1,1,0,4,4,1,9,1,1,6,3,0.142857142857143,0.142857142857143,0,0.380952380952381,0,0,0.238095238095238,0.0952380952380952,1,FALSE,2.625
"36","https://pcl-study2.github.io/?PROLIFIC_PID=600706b9ce321013de644898&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db61aed0c7c3b00604bb0","600706b9ce321013de644898",20,NA,1,0,"Italian",1,"Other","Windows",1536,864,"Chrome","Charles says to Elizabeth: It's a beautiful day, isn't it?",1,"condition 2",7.05628333333333,3,1,7,7,7,7,1,8,7,8,5.19,5.219,11.504,5.086,19.662,7.575,4.509,3.37,2.562,9.691,39.612,37.776,49.348,5.117,3,4,5,2,1,2,1,1,0,1,1,0,1,8,1,9,2,2,2,1,0,0.388888888888889,0,0.444444444444444,0.0555555555555556,0.0555555555555556,0.0555555555555556,0,1,FALSE,2.25
"37","https://pcl-study2.github.io/?PROLIFIC_PID=5bc9a08c3d893f0001bed28b&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db6080c8b28d81d489bdc","5bc9a08c3d893f0001bed28b",46,NA,2,1,"italian",1,"Female","Mac",1920,1080,"Chrome","Charles says to Susan: It's a beautiful day, isn't it?",0,"condition 2",7.55631666666666,9,2,9,9,8,9,2,9,9,9,4.551,6.304,10.448,8.927,11.798,3.031,2.815,4.008,3.056,4.95,91.469,24.605,25.613,5.15,3,2,4,5,1,2,0,1,0,0,1,0,1,8,1,9,1,1,1,1,0,0.466666666666667,0,0.533333333333333,0,0,0,0,1,FALSE,1.875
"38","https://pcl-study2.github.io/?PROLIFIC_PID=5fc86c1b2df6ff1ff7a51ea5&STUDY_ID=606d979d6c31dc814af432dc&SESSION_ID=606db58c5899a5b74b369b58","5fc86c1b2df6ff1ff7a51ea5",NA,NA,2,-1,"spanish",1,NA,"Windows",1366,768,"Chrome","Michael says to Patricia: It's a beautiful day, isn't it?",0,"condition 2",8.29931666666666,9,1,8,9,6,8,8,7,7,6,8.692,30.092,11.203,12.327,9.124,5.468,14.45,7.564,5.897,6.816,56.559,19.606,26.659,18.754,4,1,3,2,5,2,1,1,0,1,1,0,1,1,1,9,1,1,1,1,0,0,0,1,0,0,0,0,1,FALSE,1
